BindingDB Reactant_set_id,Ligand SMILES,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Ki (nM)
50330485,O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,50178545,"2,5-bis(4-nitrophenyl)thiophene::CHEMBL202898",Amyloid-beta precursor protein,185.0
50378404,CN(C)c1ccc(/C=C2\C(=O)N(Cc3ccccc3)c3ncccc32)cc1,50103976,CHEMBL3593899,Amyloid-beta precursor protein,190.0
51218748,CN(C)c1ccc(COc2ccc(OCCOCCF)cc2)cc1,50500793,CHEMBL3758630,Amyloid-beta precursor protein,191.0
51165574,COC(=O)CCSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,50477823,CHEMBL252969,Amyloid-beta precursor protein,205.0
50378266,O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,50103932,CHEMBL3593924,Amyloid-beta precursor protein,214.0
348220,COc1ccc(COc2ccc3nc4ccc(=O)cc-4oc3c2)cc1,195597,"US9216974, WC-5-5",Amyloid-beta precursor protein,218.0
50840918,COc1cc(C=CC(C)=O)ccc1OCCF,50195680,4-[4-(2-fluoroethoxy)-3-methoxyphenyl]-3-buten-2-one::CHEMBL387276,Amyloid-beta precursor protein,232.7
50378267,O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,50103933,CHEMBL3593925,Amyloid-beta precursor protein,235.0
51196549,Nc1ccc(-c2cnc3cc(OCCF)ccc3n2)cc1,50492520,CHEMBL2407624,Amyloid-beta precursor protein,242.0
50222453,Cc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,50122784,"CHEMBL78621::Dimethyl-[4-(6-methyl-imidazo[1,2-a]pyridin-2-yl)-phenyl]-amine",Amyloid-beta precursor protein,242.0
50080422,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(C(F)(F)F)c2)cc1,50002833,CHEMBL3233657,Amyloid-beta precursor protein,244.0
50378397,COc1ccc(CN2C(=O)/C(=C\c3ccc(N(C)C)cc3)c3ccccc32)cc1,50103970,CHEMBL3593896,Amyloid-beta precursor protein,252.0
50378395,CN(C)c1ccc(/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,50103969,CHEMBL3593895,Amyloid-beta precursor protein,260.0
348218,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,21360,"7-ethoxy-3H-phenoxazin-3-one::7-ethoxyresorufin::Ethoxyresorufin::US9216974, Ethoxy-resorufin",Amyloid-beta precursor protein,262.0
50378271,COc1cccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,50103937,CHEMBL3593929,Amyloid-beta precursor protein,265.0
50378263,O=C1Nc2ccccc2/C1=C/C=C/c1ccccc1,50103929,CHEMBL3593901,Amyloid-beta precursor protein,267.0
50378308,CN(C)c1ccc(/C=C/C=C2\C(=O)N(c3ccccc3)c3ccccc32)cc1,50104143,CHEMBL3593917,Amyloid-beta precursor protein,287.0
50840927,COc1cc(C=CC(=O)CC(C)=O)ccc1OCCCF,50195685,"1-[4-(3-fluoropropoxy)-3-methoxyphenyl]-5-hydroxy-1,4-hexadien-3-one::CHEMBL216864",Amyloid-beta precursor protein,316.3
50378306,O=C1Nc2ccccc2/C1=C/c1ccc([N+](=O)[O-])cc1,108083,3-(4-nitrobenzylidene)indolin-2-one (Compound 24),Amyloid-beta precursor protein,325.0
50617053,O=C(C#Cc1ccc(O)cc1)c1ccc(I)cc1,50334372,3-(4-Hydroxyphenyl)-1-(4-iodophenyl)-2-propyn-1-one::CHEMBL1643339,Amyloid-beta precursor protein,326.0
50222459,CN(C)c1ccc2nc(-c3ccc(Br)cc3)cn2c1,50122789,"CHEMBL309920::[2-(4-Bromo-phenyl)-imidazo[1,2-a]pyridin-6-yl]-dimethyl-amine",Amyloid-beta precursor protein,339.0
348222,COCCOc1ccc2nc3ccc(=O)cc-3oc2c1,195592,"US9216974, WC-5-42",Amyloid-beta precursor protein,347.0
51191703,CCN(CC)CCCC(C)Nc1c2ccc(I)cc2nc2ccc(OC)cc12,50490495,CHEMBL2326893,Amyloid-beta precursor protein,353.0
50378316,CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,50104059,CHEMBL3593909,Amyloid-beta precursor protein,358.0
51218755,CN(C)c1ccc(COc2ccc(OCCOCCOCCF)cc2)cc1,50500798,CHEMBL3759510,Amyloid-beta precursor protein,358.0
51165578,CSc1ccc2nc(-c3ccc(N)cc3)cn2c1,50477825,CHEMBL254850,Amyloid-beta precursor protein,377.0
51211139,Oc1cccc(OCc2ccc(I)cc2)c1,50497730,CHEMBL3314326,Amyloid-beta precursor protein,386.0
51163417,CN(C)c1ccc(-c2cn3cc(SCC(N)=O)ccc3n2)cc1,50476663,CHEMBL244994,Amyloid-beta precursor protein,391.0
51211177,Nc1ccc(OCc2ccc(I)cc2)cc1,50497733,CHEMBL3314334,Amyloid-beta precursor protein,407.0
348223,COCCOCCOc1ccc2nc3ccc(=O)cc-3oc2c1,195593,"US9216974, WC-5-43",Amyloid-beta precursor protein,407.0
348224,COc1ccc(OCCOc2ccc3nc4ccc(=O)cc-4oc3c2)cc1,195594,"US9216974, WC-5-45",Amyloid-beta precursor protein,421.0
51208279,COc1cc(/C=C2\COc3ccc(Br)cc3C2=O)ccc1O,50496527,CHEMBL3126521,Amyloid-beta precursor protein,432.0
51218749,COc1ccc(COc2ccc(OCCOCCF)cc2)cc1,50500794,CHEMBL3759176,Amyloid-beta precursor protein,438.0
50378305,O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,50104115,CHEMBL3593919,Amyloid-beta precursor protein,439.0
50378304,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,50104111,CHEMBL3593920,Amyloid-beta precursor protein,460.0
51179884,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCn3cc(COCC(COCCOCCOCCF)(COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)nn3)nc2)cc1,50485238,CHEMBL2042247,Amyloid-beta precursor protein,468.0
50330474,COc1ccc(-c2ccc(-c3ccc(N(C)C)cc3)s2)cc1,50178535,"4-(5-(4-methoxyphenyl)thiophen-2-yl)-N,N-dimethylbenzenamine::CHEMBL438972",Amyloid-beta precursor protein,500.0
50344606,O=[N+]([O-])c1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,50185989,"1,6-bis(4'-nitrophenyl)-hexa-1,3,5-triene::CHEMBL205899",Amyloid-beta precursor protein,500.0
51189400,COc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1,50488948,CHEMBL2296465,Amyloid-beta precursor protein,515.0
51211173,COc1ccc(SCc2ccc(I)cc2)cc1,50497736,CHEMBL3314343,Amyloid-beta precursor protein,525.0
51211168,CNc1cccc(OCc2ccc(I)cc2)c1,50497745,CHEMBL3314338,Amyloid-beta precursor protein,589.0
50330480,COc1ccccc1-c1ccc(-c2ccccc2OC)s1,50178541,"2,5-bis(2-methoxyphenyl)thiophene::CHEMBL204873",Amyloid-beta precursor protein,625.0
50222457,Cc1ccc2nc(-c3ccc(Br)cc3)cn2c1,50122788,"2-(4-Bromo-phenyl)-6-methyl-imidazo[1,2-a]pyridine::CHEMBL78765",Amyloid-beta precursor protein,638.0
51163406,CNc1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,50476652,CHEMBL241986,Amyloid-beta precursor protein,645.0
51163403,Cc1cc(-c2cn3cc(Br)ccc3n2)ccc1N,50476649,CHEMBL245210,Amyloid-beta precursor protein,658.0
50378303,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,50104110,CHEMBL3593921,Amyloid-beta precursor protein,695.0
50378559,O=C1/C(=C\C=C\c2ccccc2)c2ccccc2N1Cc1ccccc1,50103981,CHEMBL3593906,Amyloid-beta precursor protein,703.0
50378318,COc1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,50104034,CHEMBL3593907,Amyloid-beta precursor protein,741.0
51196553,CNc1ccc(-c2cnc3ccc(OCCF)cc3n2)cc1,50492524,CHEMBL2407625,Amyloid-beta precursor protein,758.0
51218750,COc1ccc(COc2ccc(OCCOCCOCCF)cc2)cc1,50500795,CHEMBL3759854,Amyloid-beta precursor protein,770.0
51169328,Oc1cc(O)c2sc(-c3ccc(F)cc3)nc2c1,50479546,CHEMBL490085,Amyloid-beta precursor protein,776.0
50344596,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,50185990,"1,6-bis(4'-dimethylaminophenyl)-hexa-1,3,5-triene::CHEMBL377929",Amyloid-beta precursor protein,837.0
50840929,COc1cc(C=CC(C)=O)ccc1OCCCF,50195687,4-[4-(3-fluoropropoxy)-3-methoxyphenyl]-3-buten-2-one::CHEMBL386737,Amyloid-beta precursor protein,839.2
348221,CC(=O)OCCOc1ccc2nc3ccc(=O)cc-3oc2c1,195596,"US9216974, WC-5-8",Amyloid-beta precursor protein,860.0
51211174,CN(C)c1cccc(OCc2ccc(I)cc2)c1,50497735,CHEMBL3314341,Amyloid-beta precursor protein,891.0
50840928,COc1cc(C=CC(=O)CC(C)=O)ccc1OCCF,50195686,"1-[4-(2-fluoroethoxy)-3-methoxyphenyl]-5-hydroxy-1,4-hexadien-3-one::CHEMBL216432",Amyloid-beta precursor protein,958.1
